CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
1995.27,8/15/1995,8/22/1995,John Bobbitt; POSC,BLM zone area of use,Proj  ProjCS,15916  26776,Agreed.,"Amend area of use from ""... 90d to 96d W"" to ""... 90d to 84d W""."
1995.28,11/21/1995,12/2/1995,Eric Pohl; Erdas,Angle unit code/value inconsistencies,Proj,16001-16060  16101-16160  16204-16232  16304-16332  18112-18117  19009  19910  19915  19917  19921,Agreed.,Amend angle unit code from 9101 to 9102.
1995.29,11/23/1995,12/8/1995,Alan Haugh; Hydrosearch,STM FE value,Proj,,Value of zero for the South Africa CS zones (Lo15-Lo33) confirmed as correct by Russel Fox; OSGB librarian.,ProjCS v2.1.4
1995.3,12/2/1995,12/2/1995,EPSG (Lott),Angle unit code/value inconsistencies,Proj,"10101-15917 except 15001 and 15031;  
17348-58  17448-58  17513-35  18031-7  18041-3  18051-4  18061-2  18072-4  18101-5  18110-1  18121-2  18141-2  18151-3  18161-3  18171-5  19900-2  19904-8  19913-4  19916  19918-20  19922-5",,Amend angle unit code from 9107 to 9108 and angle unit name from DMS to DMSH
1996.01,1/27/1996,1/27/1996,Roger Lott; BP,Correct India zone 0 projection parameters,Proj,18110,,Correct values of parameters latitude of natural origin; scale factor at natural origin; false easting and false northing.
1996.02,1/27/1996,1/27/1996,Roger Lott; BP,Amend area of use for India zones.,Proj,18110  18111  18112  18113  18114  18115  18116  18117,,Amend area of use description.
1996.03,4/12/1996,4/12/1996,Roger Lott; BP,Duplication of codes.,ProjCS,26774  26775  26776  26777,,Amend ProjCS codes for NAD27 / BLM (feet) zones from 26774-26777 to 32074-32077.  Codes 26774-26777 remain applicable for Indiana West; Iowa North and South and Kansas North NAD27 SP zones.
1996.04,4/10/1996,10/18/1996,Jim Cain; Western Geophysical,Use relational db for distribution.,All,,Relationships will be made available in version 3.,Make MS-Access db available from v3.
1996.05,4/10/1996,11/6/2001,Jim Cain; Western Geophysical,Relate area of use to structured area table,All relevant tables,,,See change record 2000.51.
1996.06,4/10/1996,10/18/1996,Jim Cain; Western Geophysical,Add revision history field.,All,,Change table to be part of db release from v3.,None
1996.07,4/10/1996,4/12/1996,Jim Cain; Western Geophysical,Issue ProjCS in single unit only.,ProjCS,,Not agreed.  Policy is to tabulate original values as far as this is possible.,None
1996.08,4/10/1996,10/18/1996,Jim Cain; Western Geophysical,Make unspecified geodetic datum and geogCS names unique ,"G_Datum
GeogCS",6001-6035  4001-4035,,Changed name for geodetic datums 6001-6035 and geogCS 4001-4035.
1996.09,4/10/1996,10/18/1996,Jim Cain; Western Geophysical,Change name of International 1967 ellipsoid to GRS67,"Ellips
G_Datum",7023  7036  6023  6036  6237  6291,GPS 1967 is preferred terminology.,International 1967 ellipsoid (7023) made an alias of GRS67 (newly created 7036). Datum 6023 and GeogCS 4023 deleted and replaced by 6036 and 4036 respectively.
1996.1,4/14/1996,4/12/1996,Jim Cain; Western Geophysical,Add Swedish data,"GeogCS
Proj  
ProjCS",4308,,Augmented geogCS 4308 with 4814; added proj 19929 and projCS 30800
1996.11,4/10/1996,4/12/1996,Jim Cain; Western Geophysical,Add Clarke 1866 ellipsoid in US Survey Feet,Ellips,,Not agreed.  The figure is used in metric form outside of US and will only be stored once.  Conversion to required units is an applications issue.,None
1996.12,4/2/1996,4/12/1996,Roger Lott; BP,Add Kuwait data,"G_Datum  GeogCS  
Proj  
ProjCS",27038  27039,,Add geodetic datum 6318 and 6319; geogCS 4318 and 4319; proj 19928; projCS 24600  31838  31839 and 31900.  Amend area of use for 27038 and 27039.
1996.13,4/2/1996,4/12/1996,John Harries; Amoco,Add Romania data,"G_Datum  
GeogCS  
Proj  
ProjCS",,,Add geodetic datum 6316 and 6317; geogCS 4316 and 4317; proj 19926 and 19927; projCS 31600 and 31700.
1996.139,6/2/1996,6/2/1996,EPSG,Version 2.1 release,,,,
1996.14,4/2/1996,9/12/1996,Christian Ameil; Elf,Add French and Swiss data,"V_Datum  
VertCS",,Agreed,V_datum 5107 and 5108 and VertCS 5707 and 5708 added.
1996.15,7/8/1996,7/17/1996,Raphael Mankin; Coversoft,Proj codes use 9101/degrees where according to units table they ought to say 9102/degrees,Proj,19915; 16001-16160; 16204-16332; 18112-18117,Corrected under 1995.280.,None
1996.16,7/18/1996,11/11/1996,Paul Jensen; Agile Data Movers,Inconsistencies when redundant data (names and codes) in tables,Ellips  Proj  ProjCS,,Relationships will be made available in version 3.,None
1996.17,7/18/1996,11/11/1996,Paul Jensen; Agile Data Movers,No tables for geodetic datum or transformation method,GeogCS,,Full tables and relationships will be made available in version 3.,None
1996.18,10/3/1996,10/18/1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Duplicate codes,ProjCS,26774  26775  26776 26777,Corrected under 1996.030.,None
1996.19,10/3/1996,10/18/1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Angle units without names,AngUnit,9107  9108,,Entries in abbreviation field transferred to name field.
1996.2,10/18/1996,10/18/1996,EPSG,Information source for Everest 1830 (1937 Adjustment),Ellips,7015,,Information source commen added
1996.21,10/18/1996,10/18/1996,EPSG,Add ellipsoid aliases,Ellipsoid_alias,,,7037  7038  7039  7040  and 7041added.
1996.22,7/18/1996,10/18/1996,Paul Jensen; Agile Data Movers,Increase precision of angle units,Angle_unit,9102  9103  9104  9105  9106,Precision in units tables factors a through d is appropriate and adequate for most cartographic purposes.,Precision of pi increased
1996.23,9/12/1996,10/18/1996,EPSG,Add new units to support  data in other tables,"Angle_unit
Scale_unit",,New entries microradian; sexagesimal degree; ppm,"Added 9109  9110  9201  and 9202
"
1996.24,9/12/1996,10/18/1996,EPSG,Add nautical mile,Linear_unit Linear_unit_alias,9015,nautical mile preferred as primary name.,Add 7030 to linear unit table; move 7015 to linear unit alias table as alias of 7030. 
1996.25,10/18/1996,10/18/1996,EPSG,Correct ellipsoid for Cape datum,G_Datum,6222,,Changed related ellipsoid from 7012 to 7013
1996.26,9/12/1996,10/18/1996,Roger Lott; BP,Add Russian CS95,"G_Datum
GeogCS
ProjCS",,,Add geodetic datum 6200; geogCS 4200; projCS 20004-20032 and 20064-20092.
1996.27,11/12/1996,11/13/1997,Jean-Patrick Girbig; Petroconsultants,Add  Australian data,Trf_nonpoly  Trf_path  Geod_trf,,,Added non-polynomial transformations 8589-8594 and geodetic transformations 8189-8594.
1996.28,12/12/1996,12/12/1996,Stephan Nebiker;  Swiss Federal Institute of Technology,Correct linear unit for Michigan SP CS27 zones,Proj   ProjCS,12111  12112  12113  26788  26789  26790,"Correct values confirmed by Dave Doyle, USC&GS.  All NAD27 Michigan SP27 zones referred to Clarke 1866 Michigan ellipsoid in modified American feet.",Length unit changed to 9004 for proj 12111-12113;  26788-26790 deleted and replaced by 26811-26813 respectively. GeogCS 4268 renamed.
1996.29,12/12/1996,12/12/1996,EPSG,Change angles in dms(h) text to sexagesimal degree to be more easily machine readable.,Proj  Pmerid,Multiple,,Entries with code 9107 changed to 9102 or 9110
1996.3,12/12/1996,12/12/1996,EPSG,Version 3.0 release,,,,
1997.01,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Change Austrian longitude of origin values,Trf_nonpoly,18041  18042  18043,ProjCS 31291-3 unchanged.,Parameter 2 values changed to be relative to Ferro and prime meridian codes changed.
1997.02,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Correct spelling of Gibraltar,Trf_nonpoly,1133,,Gibralter corrected to Gibraltar
1997.03,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Area of use inconsistent for components of geodetic transformation 8047,Trf_nonpoly  Geod_trf,1147  1146  8047,1147  and 8047 unchanged.,Area of use for Norway amended and additional reference added in code 1146.
1997.04,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Correct angle unit codes,Trf_nonpoly,1146  1147,,Angle unit codes changed from 9101 to 9109.
1997.05,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Add several longitude rotations,Trf_nonpoly  Trf_path  Geod_trf,1194  8094,These are 2-step transformations requiring first a longitude rotation to equivalent Greenwich-based CS and then a geocentric transformation.,"Change transformation 1194 from ""NTF (Paris) to WGS 84"" to ""NTF (Paris) to NTF"";  change trf_ path 8494/1 target from 4326 to 4275, add trf_path 8494/2.  Add new entries 1257-1269; 8560-8578; 8160-8178."
1997.06,3/7/1997,4/11/1997,Melita Kennedy; ESRI,Add several geodetic transformations,Trf_nonpoly  Trf_path  Geod_trf,1110  1153  1176  1188  1230  1232  1245-1256  8548-8559  8148-8159,Updates found to be required for 1110  1153  1176  1188  1230  1232.,"Parameters amended for 1110 and 1153, area of use amended for 1153 1176 1188 1230 and 1232.  New transformations 8148-8159, paths 8548-8559  and parameters 1245-1256 added."
1997.07,3/18/1997,4/11/1997,Melita Kennedy; ESRI,Check Amersfoort to WGS 84 geodetic transformation values,Trf_nonpoly,1112,All signs reversed.,Parameter values for 1112 amended.
1997.08,4/1/1997,4/11/1997,"Claude Williamson, LGC",Check projection transformation parameter values FE and FN,Trf_nonpoly,15001  15031,15031 is OK.  15001 values in metres should be in US survey feet.,Amend 15001 FE and FN values.
1997.09,4/11/1997,4/11/1997,EPSG,Duplication of Swedish GeogCS,Horiz_CS  Geod_Datum,4490  4308  6290,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,4290 and 6290 deleted.  4308 name changed.
1997.1,4/11/1997,4/11/1997,EPSG,NAD27 geodetic datum code should be GeogCS code,Trf_path,8547,,Erroneous source CS code changed from 6267 to 4267
1997.11,4/11/1997,4/11/1997,EPSG,Colombia projection zones should be related to Greenwich,Trf_nonpoly  Horiz_CS,21891-4  18051-4,HorizCS name change will adversely affect any application that uses both Code_HorizCS and  HorzCS_name_EPSG as a dual key.,"Changed HorizCS name in 21891-4, changed parameter 2 value and prime meridian code in 18051-4"
1997.12,4/11/1997,4/11/1997,EPSG,Portuguese CS name muddles two datums,Horiz_CS,4803,Datum 73 is a different CS from the older Lisbon CS,Changed HorizCS name from Lisbon 73 (Lisbon) to Lisbon (Lisbon).
1997.13,4/11/1997,4/11/1997,EPSG,Belge 1950 / Belge Lambert 50 ProjCS longitude of origin incorrect,Horiz_CS,21500,Longitude of origin for tranformation 19901 is correct as zero based on Brussels meridian,Amended source GeogCS from 4215 to 4809; changed HorizCS name from Belge 1950 / Belge Lambert 50 to Belge 1950 (Brussels) / Belge Lambert 50
1997.14,4/11/1997,4/11/1997,EPSG,Amend name of ProjCS,Horiz_CS,30800,Longitude of origin for transformation 19929 is based on Stockholm meridian,Changed HorizCS name from RT38 / Swedish National Grid to RT38 (Stockholm) / Swedish National Grid.
1997.149,4/11/1997,4/11/1997,EPSG,Version 3.1 release,,,,
1997.15,4/16/1997,7/22/1997,Leon Portokalakis; Public Petroleum Corporation of Greece,Add Greek coordinate systems,Geod_Datum  PMeridian  Horiz_CS  Vert_Datum  Vert_CS Trf_nonpoly  Trf_path  Geod_trf,1270  2100  4120  4815  5115  5716  6120  6121  8179  8579  8912  19930,Geodetic transformation to be added when sense of parameters clarified.,Added geodetic datums 6120 and 6121; prime meridian 8912; geogCS 4120  4121 and 4815; proj 19930; projCS 2020; vertical datum 5115; vertical CS 5716; trf_nonpoly 1270 1272; trf_path 8570 8581; geod_trf 8179 8181.
1997.16,4/16/1997,6/16/1997,EPSG,Correct Namibian ProjCS; add transformation to WGS84,Ellipsoid  Trf_nonpoly  Horiz_CS  UOM_length  Trf_path  Geod_trf,1271  7006  8180  8580  9031 17611-17625 (odd numbers);  29371-29385 (odd numbers),,Add new linear unit 9031 German legal metre (GLM).  Add remark to ellipsoid 7006 regarding  GLM.  Amend proj and projCS linear units from metre to German legal metre.  Add new trf_nonpoly 1271; trf_path 8580; geod_trf 8180.
1997.17,6/4/1997,6/16/1997,John Bobbitt; POSC,Clarify transformation methods,,,POSC documentation needs updating.  No change to db.,Notified reporter.
1997.18,6/4/1997,6/16/1997,John Bobbitt; POSC,Correct Universal Polar Stereographic parameters,Trf_nonpoly,16061  16161,Values for latitude and longitude of natural origin transposed,Amend values for parameter_1 and parameter_2
1997.191,6/4/1997,6/16/1997,John Bobbitt; POSC,Correct Michigan SP CS27 zones linear units,Horiz_CS,26811-3,Incorrect implementation of change 1996.280,Correct linear unit from 9003 to 9004.
1997.192,6/6/1997,6/16/1997,EPSG,Correct Michigan SP CS27 zones axes names,Horiz_CS,26801-3,Incorrect implementation of change 1996.280,Amend remarks.  Also change axes abbreviations from EN to XY.
1997.2,6/6/1997,3/7/2000,Dominic Sexton,Compress Access database,,,,Do so for all future releases.
1997.21,6/10/1997,6/16/1997,Melita Kennedy; ESRI,Add missing geodetic transformations,Geod_trf,8148-8151,,8148 through 8151 added.
1997.22,6/11/1997,6/16/1997,Melita Kennedy; ESRI,Clarify Swedish geodetic datum name,Geod_Datum,6308,No change needed to db.,Notified reporter.
1997.231,6/9/1997,10/20/1999,Patrick Wheeler-Hoolahan;  Exploration Geodesy Inc.,Indian foot,UOM_length  UOM_length_alias;  Ellipsoid;  Geod_Datum; Trf_nonpoly; HorizCS; Tfm_path;  Geod_tfm.,9006 9013; 7017; 6243; 18110-18117; 4243 and 24370-74 24382; 1155 1156 1247; 8055 8056 8150 8455 8456 8550,Length unit 9006 replaced by 9080 (effectively 9006 has been renamed).  Ellipsoid 7017 replaced by 7044 and 7045.  Geod datum 6243 and GeogCS 4243 renamed.  See also change request 99.91.,"Delete length units 9006  9013; add 9080-7.  Add length alias 9088-90. Delete ellipsoid 7017; add 7044-5.  Rename geod_datum 6243; add 6144-6. Rename GeogCS 4243; add 4144-6;  (cont...)(...cont). Change units of proj 18110-18117 and projCS 24370-74 & 24382.  Rename projCS 24370-74 & 24382. Add proj 18231-38.  Add projCS 24305-6  24311-13  24342-47  24375-81  24383.  Rename projCS 24370-4 & 24382.  Add remarks. (cont 97.235 ...)(...cont). Rename tfm_nonpoly 1155 1156 1247 and geod_tfm 8055 8056 8150 from Kalianpur to WGS 84 to Kalianpur yyyy to WGS 84, where yyyy is adoption year; change source cs in geod_trf 8055 8056 8150 and trf_path 8455 8456 8550 to be consistent."
1997.233,10/20/1999,10/20/1999,EPSG,Rationalise British linear units,UOM_Length   Length Alias  Trf_nonpoly  HorizCS,9005 9007-12 9032; 18141-2 19912 19924-5 19935; 24571 27291-2 29871-2 30200,Clarke presented his results as 1m = 39.370432 inches whence 1ft=0.30479726511...  However has usually been implemented as 0.304797265 exactly.,Delete length units 9007-12  9032; add 9037-43 9050-3 9060-3 9070.  Add length alias 9044 9055-8 9064-5 9071.  Change unit code for proj 18141-2 19912 19924-5 19935 and projCS 24571 27291-2 29871-2 30200 to reflect the unit changes. (Cont...)(...cont). Change factors b and c from 12 and 39.370432 to 0.304797265 and 1 respectively. Length units 9007-9012 and 9032 replaced by 9039 9063 9043 9062 9042 9040 and 9041 respectively (effectively these have been renamed).
1997.24,6/19/1997,6/19/1997,John Bobbitt; POSC,Correct name of ETRS89 transformation to WGS84,Geod_trf  Trf_nonpoly,8049  1149,,Amend name of transformation to reflect geodetic datum and coordinate system terminology.
1997.251,6/30/1997,7/22/1997,Chris Pryce; Shell,Hungarian EOV projection,Trf_nonpoly  Horiz_CS  Trf_method,,Algorithm under investigation,Add trf_method 9815; proj 19931; projCS 23700; trf_nonpoly 1273; trf_path 8582 8583; geod_trf 8182 8183.
1997.252,7/22/1997,7/22/1997,EPSG,Greater precision to GRS67 1/f,Ellipsoid  Geod_Datum,7036  6291  4291  29121-29185,IAG gives value to 9 dp.  Until change request 97.250 the only datum utilising the ellipsoid tok the figure to 2 dp.,Amended 1/f in 7036 from 298.25 to 298.24717.  Remarks added to 4291 6291 and 29121-29185.
1997.26,6/13/1997,6/19/1997,John Bobbitt; POSC,Ellipsoidal heights,Vert_CS  Vert_Datum,5001-5036  5601-5636,Ellipsoidal heights without datum are meaningless.,Ellipsoidal heights based on unspecified datum deleted.
1997.27,6/30/1997,6/30/1997,EPSG,Swiss grid axes directions,Trf_nonpoly  Horiz_CS,19922  21790  30600,"Reference ""Die Projektionen der schweizerischen Plan- und Kartenwerke""; J. Bolliger 1967",Change east axis name from X to Y and north name axis from Y to X in 21790 and 30600.  In 19922 change parameter 6 from 200000 to 600000 and change parameter 7 from 600000 to 200000.
1997.28,6/30/1997,7/22/1997,Simon-Pierre Cadieux; Formatek,Add New Brunswick CS,,,,Added geodetic datum 6122; geogCS 4122; proj 19932; projCS 2200 2219 2220.
1997.29,7/7/1997,7/14/1997,Andrew Ruffhead; UK Military Survey,Correct formula for geocentric to geodetic transformation,Trf_method,9602,,Correct sign in numerator from - to + in formula for latitude from geocentric coordinates.
1997.3,7/8/1997,7/22/1997,Mike Ruth; SPOT,Add Finnish CS,,,,Added geodetic datum 6123; geogCS 4123; proj 18191-18194; projCS 2391-2394; vertical datum 5116; vertical CS 5717.
1997.31,7/22/1997,7/22/1997,EPSG,Add projected CS for ETRS89,Horiz_CS,,,Added ProjCS 25828-25838
1997.32,7/22/1997,7/22/1997,EPSG,Amend RSO Borneo,Horiz_CS  UOM_length,29800,Extended entries to include grid units other than chains.  Sears foot-metre ratio used.,Deleted ProjCS 29800 and replace by new 29871 (minor change to name and abbreviation).  Added UOM_length 9032; additional ProjCS 29872 and 29873.
1997.33,8/28/1997,8/18/1997,EPSG,Version 3.2 release,,,,
1997.34,8/29/1997,11/13/1997,John Bobbitt; POSC,Projected CS for Arc1950,HorizCS,,,Added 20934-20936; also for Arc 1960 added 21035-21037 and 21095-21097.
