CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2009.084,10/23/2009,11/24/2009,Yu Guang Wu,Add China system 2000 data,Coordinate Reference System; Datum; Ellipsoid,4214 4610 2365-66; 6214 6610; 7049,,"Added ellipsoid 1024, datum 1043, Geodetic CRSs 4479-80 and 4490, Projected CRSs 4491-4554. For CRSs 4214 and 4610 added information source and remarks. For datums 6214 and 6610, added origin description, information source and remarks. For CRS 4214 and Datum 6214, amended area of use from offshore and onshore to onshore. For ellipsoid 7049 amended name and information source, added old name as an alias. For projCRS 2365, corrected alias and cross-referencing remarks."
2009.085,10/23/2009,11/24/2009,Ricardo Salustio; Ministry of Infrastructure and Transport,Add Cape Verde data,,,,"Added coordinate system 1024, projection 4825 and projCRS 4826."
2009.087,10/28/2009,11/24/2009,OGP,Update Mexico's ITRF-based systems to match the ITRF & SIRGAS realizations as documented by INEGI and IGBE,Datum; Coordinate Reference System,6267 6674; 26711-26716 31965-31970 4267 4674 4988-89,,"Added areas 3633 and 3635, naming system 1028, datum 1042, geodetic CRSs 4481-83, projCRSs 4484-89, tfm 4832. For datums 6267 and 6674, geodetic CRSs 4267, 4674, 4988-4989, projCRSs 26711-16 and 31965-70, added replacement remarks."
2009.088,10/29/2009,10/29/2009,OGP,Version 7.1.9 registry interim release.,,,Registry only.,"Released change requests 2009.062, 2009.072, 2009.075, 2009.078 and 2009.081."
2009.089,10/29/2009,11/12/2009,OGP,Add NZ vertical CRS alias,Coordinate Reference System,4458,Missed from change request 2009.081.,
2009.09,10/29/2009,10/30/2009,OGP,Version 7.1.10 registry interim release.,,,Same registry data as in v7.1.9; release generated to check export to Oracle/Access.,Registry software v 1.2.6 installed.
2009.092,11/1/2009,11/24/2009,OGP,Add China New Beijing data,Coordinate reference system,2333,,"Added Datum 1045, GeogCRS 4555 and projCRSs 4568-89, 4652-56, 4766-99, 4800, 4812 and 4822. For CRS 2333, corrected alias naming system."
2009.093,11/1/2009,11/1/2009,OGP,Version 7.1.11 registry interim release.,,,Same registry data as in v7.1.9; release generated to check export to Oracle/Access.,Registry only. Registry script run.
2009.094,11/3/2009,3/31/2010,Phil Summerfield; Exxon Mobil,Review consistency of Argentina projCRS names,Coordinate Reference System,2081-83 4160-61 4254 22171-77 22181-87,,"For CRSs 4160-61, 4254, 22171-77 and 22181-87, added alias. For CRSs 2081 and 2083, transposed name and abbreviation. For CRS 2082, amended name and abbreviation, added alias."
2009.095,11/10/2009,11/24/2009,Mikael Rittri; Carmenta AB,Correct Slovakia transformations,Coordinate Operation,1624-25,,"Deprecated tfms 1624-25, added replacements 4827-29."
2009.096,11/12/2009,11/24/2009,OGP,Add UK vertical data,Coordinate operation,5433,,Deprecated tfm 5433 and added replacement 4651.
2009.097,11/12/2009,11/12/2009,OGP,Version 7.1.12 registry interim release.,,,Registry only; fixes problem with decoding of Unicode characters.,"Registry software v 1.2.7 installed; closed changes requests 2009.036, 2009.082 and 2009.089; released change request 2009.069."
2009.098,11/13/2009,11/24/2009,Philippe Chessel; IHS,Add Sao Tome data,,,,"Added areas 3645-46, datums 1044 and 1046, CRSs 4823-24."
2009.099,11/20/2009,11/24/2009,Ernst Eijkelenboom; ESRI Netherlands,Add Netherlands tfm data,Coordinate operation,15739-40 15934,,Added replaced remarks to tfms 15739-40 and 15934. Retired tfms 15739-40 and 15934 and added replacements 4830-31 and 4833.
2009.1,11/24/2009,11/24/2009,OGP,Version 7.2 release.,,,Application version 1.2.8,
2009.101,11/25/2009,11/25/2009,OGP,Version 7.2 release.,,,"Released change requests 2009.058, 2009.073, 2009.074, 2009.083, 2009.084, 2009.085, 2009.092, 2009.095, 2009.096, 2009.098 and 2009.099.",
2009.102,11/25/2009,3/30/2010,OGP,Rationalise grammar in naming systems.,Naming system,1024 7311,Changed adjectives to nouns to follow style used in other similar naming systems.,"For naming systems 1024 and 7311, amended names."
2009.103,11/25/2009,2/1/2010,OGP,Harmonise area description style,Area,3179-80,,"For areas 3179-80, amended area of use description (removed regional text intended only for name field)."
2009.104,11/27/2009,2/13/2010,Mikael Rittri; Carmenta AB,Correct Brazil transformation,Coordinate Operation,4069-70,,"Deprecated tfm 4070 and added replacement 4834. For tfm 4069, in remarks amended cross-referenced code from 4070 to 4834. Retired tfm 3972."
2009.105,12/1/2009,3/5/2010,OGP,Add Norway TM,Area,1352,,"Added areas 3636, 3639, 3647-51, 3653-58, 3660-63, 3665, 3667-69, 3671-74 and 3676; proj 4841-54, 4881 and 5000-10; and projCRS 4855-80. For area 1352, amended east longitude."
2009.106,12/1/2009,3/30/2010,Mikael Rittri; Carmenta AB,Correct area of use logical inconsistency between transformation and associated CRSs,Area; Datum; Coordinate reference system; Coordinate operation,1279 1322 1733 2314 3111; 6211 6275 6307 6807; 4203 4211 4275 4307 4807 20352-56; numerous - see actions.,,"Added areas 3666, 3675, 3686-91 and 3694. Deprecated area 3111. For area 1322, added onshore to name. For area 1733, inserted mainland into name and description. For datum 6211 and CRS 4211, changed area from Java to Java + Java Sea. For datums 6218 and 6297 and CRSs 4218 and 4297, changed area from onshore to onshore + offshore. For datums 6275 and 6807 and CRSs 4275 and 4807, changed area from 1326 to 3694. For projCRS 3829, added 1950 into name. For tfms 1048-49, 1053-54, 1059-62, 1068-70, 1072, 1096, 1125, 1131, 1152, 1157, 1160, 1166, 1192-93, 1247, 1256, 1265-66, 1276-77, 1294, 1297, 1438-39, 1442, 1444-47, 1517-18, 1547, 1558, 1561, 1609-10, 1614, 1616, 1651-52, 1755, 1760, 1763-64, 1771, 1797, 1881, 1890, 1897, 1909-10, 1921, 1926, 1951, 1959, 1964, 1994-95, 4561, 4834, 5400, 5413, 5416, 5428, 5430, 5432, 5438, 5440-41, 5447, 5449, 5452, 5455, 8094, 8174, 8176, 8188, 8211, 8241, 8581, 8636,  8650, 10011-12, 10025, 15713, 15738, 15750-52, 15830, 15899, 15900, 15928-29, 15939 and 17957-60, changed area to be consistent with source/target CRS (most changes are from onshore and offshore to onshore only). For tfms 4834, 15830 and 10025, corrected area. For area 1279, amended bounding box coordinates and added remarks. Deprecated area 2314. For projCRSs 20352-56, amended area. For CRS 4203 and tfms 1109, 1236, 1279-80, 1669 and 15789 added remarks regarding technical applicability and official adoption. For datum 6307 and CRS 4203, amended remarks."
2009.107,12/17/2009,3/30/2010,Oscar van Vlijmen,Amend TMSO method example,Coordinate Operation Method,9808,No change to dataset.,GN7-2 updated.
2009.108,12/17/2009,3/30/2010,Patrick Upson; Canadian Department of Fisheries and Oceans,Correct NAVD88 extent,Area,1325,,"Added area 3664. For datum 5103 and CRS 5703 (NAVD88), changed area of use from code 1325 to 3664. For area 1325, amended name and bounding box coordinates, deleted abbreviations from description (affects tfm 1188). For tfms 1188 and 1251, in remarks corrected number of stations for derivation."
2010.002,1/19/2010,3/30/2010,Michael Partridge; Petrosys,Correct Canada projCRS remarks,Coordinate Reference System,3347,,"For projCRS 3347, in remarks changed cross-referenced code from 2248 to 3348."
2010.003,1/19/2010,3/1/2010,OGP,Add EU INSPIRE identifiers,Coordinate Reference System; Coordinate Operation,3034-35 3038-51 4289 4936-37; 19985-86,,"Added naming system 1029. For CRS 4258 added Inspire identifier as alias. For CRSs 4936-37, added Inspire identifier as alias and remarks to EuroGeographivs identifier. For proj 19985-86 amended alias, added abbreviation and updated remarks to reflect new aliases. For projCRS 3034-35 amended name, added previous name as an alias, added new INSPIRE alias, added remarks to EuroGeographics alias, updated remarks to reflect new Inspire IDs. For projCRSs 3038-51, amended name, added previous name as an alias, added new INSPIRE alias, added remarks to EuroGeographics alias, updated remarks to reflect new Inspire ID and corrected spelling of statistical."
2010.004,1/19/2010,3/30/2010,Gilles.Troispoux; CERTU,Review French Guiana transformation,Coordinate Operation,1907,,Deprecated tfm 1907 and added replacement 4840.
2010.005,1/20/2010,2/18/2010,Phil Summerfield; ExxonMobil,Remove carriage returns present in text (Access memo) fields,Area; Coordinate Operation,2990; 1232,Paragraph Marks are present in text strings to aid human readability. Any code reading these fields should be written accordingly.,"For area 2990, in description removed spurious carriage return. For tfm 1232, in scope removed spurious carriage return."
2010.006,1/25/2010,3/31/2010,André Pinhal; University of Porto,Add Portugal data,Area; Coordinate Operation; Coordinate Reference System,1301 1314 1344-45 2870-75; 1149 1992 1997 19969 19979; 2188 2963 3061-63 4182 4663-65 20791,Retirement of tfms 1992 and 1997 to be effected through change request 2010.036.,"Added areas 3670 and 3677-85, datum 1041, proj 5019-20, CRSs 5011-18, tfms 4905 and 5021-40. For proj 19969 and 19979 and CRSs 2188, 3061-63, 4182, 4663-65 and 20791, added remarks. For tfms 1992 and 1997, added replacement remarks. For tfms 1985-86, added remarks. For tfm 1149, amended scope. For areas 1301, 1314, 1344-45 and 2870, amended name and added remarks. For areas 2871-75 amended name."
2010.007,1/25/2010,2/13/2010,Oscar van Vlijmen,Correct NAD83(NSRS) area,Area,1511,,"For area 1511, changed S bounding latitude from -15.17 to 15.17."
2010.008,2/1/2010,3/1/2010,Erhard Pross; BKG,Add Germany LCC proj and projCRS,,,,Added proj 4838 and projCRS 4839.
2010.009,2/1/2010,2/1/2010,OGP,Correct duplication of results in Dataset v7.4 Access browse forms,Version history,66-67,"Access includes a query searching on latest version history date and cannot handle two records with same latest date. Exceptionally, interim Dataset version 7.4.1 placed on web site.",1). Interim registry release made to solve problem in registry export files. 2). v7.4 Access database replaced on OGP web site.
2010.01,2/1/2010,2/1/2010,OGP,Version 7.4.1 interim release,,,Generated to resolve error reported in change request 2010.009.,Interim release of both registry and exceptionally Access database.
2010.012,2/4/2010,2/18/2010,Gail Nagle; BAE,Correct Tahiti transformation,Coordinate Operation,15756 15768,,"Deprecated tfm 15768, added replacement 4835. For tfm 15756, updated cross-referenced code."
2010.013,2/4/2010,3/30/2010,OGP,Correct Portugal transformations,Coordinate Operation,1656 1658,See change request 2009.043.,"For tfms 1656 and 1658, changed target CRS from ETRS89 to WGS 84, added missing transformation accuracy value."
2010.014,2/5/2010,3/1/2010,OGP,Harmonise CRS and datum associated area records,Coordinate Reference System; Datum,3886 4475 5751-52; 1028 1045 5150,"For CRS 5751, change request 2009.003 refers.","For datum 1045, changed associated area code from 1067 to 3228 (China onshore). For CRS 4475, changed associated area code from 1159 to 3340 (Mayotte onshore). For CRS 5751, changed associated area code from 2806 (deprecated) to 3390 and updated remarks. For CRSs 5752 and 3886 and datum 1028, updated remarks. For datum 5150 updated remarks and corrected spelling of Abbas in origin description."
2010.015,2/9/2010,2/13/2010,OGP,Correct Slovakia transformation,Coordinate operation,4828,,"Deprecated tfm 4828 and added replacement 4838. For tfm 4827, in remarks updated cross-referenced tfm code."
2010.016,2/11/2010,3/30/2010,OGP,Correct Portugal transformation aliases,Coordinate operation,1988,,"For tfm 1988, in abbreviation corrected variant from 3 to 4; in alias corrected naming system from EPSG abbreviation to EPSG alias."
2010.017,2/13/2010,2/13/2010,OGP,Version 7.4.2 interim release,,,Registry only.,"Registry software v 1.2.10 installed. Released change requests 2009.104, 2010.007 and 2010.015."
2010.018,2/13/2010,2/18/2010,OGP,Correct spelling in Sweden CRS remarks,Coordinate Reference System,3845-50,,"For CRSs 3845-50, in remarks corrected spelling of accuracy."
2010.019,2/15/2010,3/30/2010,James Rapaport; SeaZone,Review UKCS transformation area of use,Area; Coordinate Operation,1264 2342 2394; 1314-15,,"For Area 2342, in area description changed UKCS east of 6ºE to UKCS (impacts tfm 1311). For tfms 1314-15, changed area from code 2394 (GB + UKCS) to 1264 (GB onshore). For Area 1264, added remarks (to include nearshore waters). Deprecated area 2394."
2010.02,2/18/2010,3/1/2010,Michael Partridge; Petrosys,Correct New Zealand CRS remarks,Coordinate Reference System,4272,,"For CRS 4272, in remarks corrected reference to NZGD2000."
2010.021,2/18/2010,2/18/2010,OGP,Version 7.4.3 interim data release,,,Registry only.,"Released change requests 2010.018, 2010.012, 2010.005, 2009.030, 2009.008 and 2008.098."
2010.022,2/23/2010,3/30/2010,Mikael Rittri; Carmenta AB,Review UPS axis order and names,Coordinate System; Coordinate Reference System,4493; 32661 32761,,"Added CSs 1026-27 and CRSs 5041-42. For CRSs 32661 and 32761, amended names and added remarks. For CS 4493, amended description."
2010.024,2/26/2010,3/1/2010,OGP,Correct Lambert Conic Near Conformal method transcription error,Coordinate Operation Method,9817,Transcription error from GN7-2 which was not modified.,"For method 9817, in formula corrected note for s', first equation for m' and equation for ds'."
2010.025,3/1/2010,3/1/2010,OGP,Version 7.4.4 interim data release,,,Registry only.,"Released change requests 2010.024, 2010.020, 2010.014, 2010.008, 2010.003 and 2009.024."
2010.026,3/1/2010,3/5/2010,OGP,Remove spurious test record,Coordinate Operation,4464,"This is the first of two steps to remove the record. The second stage, deprecation, is continued in change request 2010.027.",Rendered original parameter values and names meaningless.
2010.027,3/4/2010,3/30/2010,OGP,Deprecate spurious test record,Coordinate operation,4464 8654,Completion of process started in 2010.026.,"Deprecated tfm 4464. For tfm 8654, deleted test alias."
2010.028,3/5/2010,3/5/2010,OGP,Version 7.4.5 interim data release,,,Registry only.,"Released change requests 2009.031, 2009.105, and 2010.026."
2010.031,3/12/2010,3/30/2010,Andrey Kiselev; Scientific Research Center for Ecological Safety RAS,Add Russia transformation,Coordinate Operation; Datum,1244 1267 1281; 6740,(1267 and 1281 to be retired through change request 2010.042).,"Added tfms 5043-44. For tfms 1244, 1267 and 1281, amended remarks. For datum 6740, added remarks."
2010.036,3/14/2010,3/31/2010,OGP,Retire Portuguese transformations,Coordinate operation,1992 1997,To be actioned after release of change request 2010.006.,"For tfms 1992 and 1997, added retirement trails (to tfms 5037 and 5038 respectively)."
